<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
82843_090101_130416,D,20120910,000000,349.0000000,349.0000000,248.0000000,348.0000000,170
82843_090101_130416,D,20120911,000000,248.0000000,348.0000000,248.0000000,348.0000000,80
82843_090101_130416,D,20120912,000000,275.0000000,348.0000000,275.0000000,348.0000000,80
82843_090101_130416,D,20120918,000000,347.0000000,347.0000000,265.1800000,265.1800000,20
82843_090101_130416,D,20121005,000000,264.9900000,264.9900000,264.9900000,264.9900000,10
82843_090101_130416,D,20121008,000000,343.9900000,343.9900000,273.0000000,273.0000000,30
82843_090101_130416,D,20121009,000000,249.6200000,249.6200000,249.6200000,249.6200000,10
82843_090101_130416,D,20121010,000000,282.0700000,343.9500000,253.0000000,343.9500000,30
82843_090101_130416,D,20121017,000000,343.0000000,349.0000000,343.0000000,349.0000000,20
82843_090101_130416,D,20121030,000000,300.0000000,300.0000000,300.0000000,300.0000000,30
82843_090101_130416,D,20130211,000000,290.0100000,290.0100000,290.0000000,290.0000000,30
82843_090101_130416,D,20130222,000000,406.0000000,406.0000000,307.9900000,307.9900000,20
82843_090101_130416,D,20130311,000000,304.0200000,304.0200000,304.0100000,304.0100000,30
