<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
16276_090101_130416,D,20090112,000000,1.8600000,1.8600000,1.8600000,1.8600000,100
16276_090101_130416,D,20090113,000000,1.6000000,1.6000000,1.6000000,1.6000000,100
16276_090101_130416,D,20090120,000000,2.0000000,2.0000000,1.0000000,1.0000000,1.100
16276_090101_130416,D,20090121,000000,1.0000000,1.3500000,1.0000000,1.3500000,434.700
16276_090101_130416,D,20090122,000000,1.2500000,1.2500000,1.2500000,1.2500000,100
16276_090101_130416,D,20090127,000000,1.2000000,1.2000000,1.0000000,1.1000000,13.300
16276_090101_130416,D,20090129,000000,1.3400000,1.3400000,0.8000000,0.8000000,2.300
16276_090101_130416,D,20090130,000000,1.1200000,1.1200000,1.1200000,1.1200000,900
16276_090101_130416,D,20090213,000000,1.0010000,1.4000000,1.0010000,1.4000000,1.400
16276_090101_130416,D,20090218,000000,1.4000000,1.4000000,1.4000000,1.4000000,200
16276_090101_130416,D,20090224,000000,1.2000000,1.2000000,1.2000000,1.2000000,1.000
16276_090101_130416,D,20090305,000000,1.1100000,1.3100000,1.1100000,1.3100000,1.200
16276_090101_130416,D,20090311,000000,1.1200000,1.1200000,1.1100000,1.1100000,3.600
16276_090101_130416,D,20090317,000000,1.1110000,1.1110000,1.1100000,1.1100000,200
16276_090101_130416,D,20090327,000000,1.1100000,1.1100000,1.1100000,1.1100000,200
16276_090101_130416,D,20090408,000000,1.3990000,1.3990000,1.3990000,1.3990000,100
16276_090101_130416,D,20090410,000000,1.3990000,1.3990000,1.3990000,1.3990000,4.700
16276_090101_130416,D,20090416,000000,1.3030000,1.3030000,1.3030000,1.3030000,100
16276_090101_130416,D,20090417,000000,1.4980000,1.4980000,1.4980000,1.4980000,100
16276_090101_130416,D,20090420,000000,1.2000000,1.2000000,1.2000000,1.2000000,400
16276_090101_130416,D,20090421,000000,1.5000000,1.5000000,1.5000000,1.5000000,1.000
16276_090101_130416,D,20090424,000000,1.7000000,1.7000000,1.7000000,1.7000000,1.000
16276_090101_130416,D,20090427,000000,2.0000000,2.0000000,1.1410000,1.6990000,2.600
16276_090101_130416,D,20090428,000000,1.7000000,1.7000000,1.7000000,1.7000000,400
16276_090101_130416,D,20090430,000000,1.6990000,1.6990000,1.6990000,1.6990000,100
16276_090101_130416,D,20090512,000000,1.6440000,1.6440000,1.6440000,1.6440000,300
