<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
153058_090101_130416,D,20130325,000000,141.1200000,142.1200000,138.5300000,138.7700000,90.310
153058_090101_130416,D,20130326,000000,138.8100000,139.5400000,136.5900000,137.2100000,272.290
153058_090101_130416,D,20130327,000000,137.7100000,137.7100000,133.3600000,135.8100000,257.040
153058_090101_130416,D,20130328,000000,135.0600000,135.4100000,132.2100000,133.3000000,370.950
153058_090101_130416,D,20130329,000000,133.7700000,134.4100000,133.3700000,134.2000000,319.030
153058_090101_130416,D,20130401,000000,133.7200000,134.6100000,132.8200000,133.1800000,495.550
153058_090101_130416,D,20130402,000000,133.1600000,133.4500000,131.0000000,131.1700000,616.060
153058_090101_130416,D,20130403,000000,131.2500000,131.6800000,129.9600000,130.3000000,741.980
