<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
81930_090101_130416,D,20111226,000000,18.0000000,18.0000000,17.2500000,17.2500000,1.600
81930_090101_130416,D,20111227,000000,18.0000000,18.0000000,18.0000000,18.0000000,100
81930_090101_130416,D,20111228,000000,17.5000000,17.5000000,17.5000000,17.5000000,800
81930_090101_130416,D,20120109,000000,18.0000000,18.0000000,18.0000000,18.0000000,300
81930_090101_130416,D,20120110,000000,18.0000000,18.0000000,18.0000000,18.0000000,1.000
81930_090101_130416,D,20120112,000000,18.0000000,18.0000000,17.0010000,17.0010000,5.700
81930_090101_130416,D,20120117,000000,17.5000000,17.5000000,17.5000000,17.5000000,500
81930_090101_130416,D,20120118,000000,17.9990000,18.0000000,17.9990000,18.0000000,3.200
81930_090101_130416,D,20120119,000000,18.0000000,18.0000000,17.4990000,17.4990000,200
81930_090101_130416,D,20120124,000000,17.6000000,17.9000000,17.6000000,17.9000000,5.400
81930_090101_130416,D,20120125,000000,17.5000000,17.9000000,17.5000000,17.5000000,2.000
81930_090101_130416,D,20120126,000000,17.9000000,17.9000000,17.9000000,17.9000000,500
81930_090101_130416,D,20120130,000000,17.9000000,17.9000000,17.9000000,17.9000000,5.200
81930_090101_130416,D,20120131,000000,16.5500000,16.5500000,16.5500000,16.5500000,100
81930_090101_130416,D,20120201,000000,16.5500000,17.0000000,16.5500000,17.0000000,2.900
81930_090101_130416,D,20120202,000000,17.4000000,17.4000000,16.5000000,16.5000000,1.400
81930_090101_130416,D,20120203,000000,16.7500000,16.9000000,16.0050000,16.0050000,2.000
81930_090101_130416,D,20120206,000000,16.3990000,16.9900000,16.3990000,16.5000000,5.200
81930_090101_130416,D,20120207,000000,16.4900000,16.5000000,16.1110000,16.2400000,700
81930_090101_130416,D,20120208,000000,17.5000000,17.5000000,17.5000000,17.5000000,2.500
81930_090101_130416,D,20120209,000000,16.5000000,17.5000000,16.5000000,17.5000000,500
81930_090101_130416,D,20120210,000000,17.0000000,17.0000000,16.3000000,16.3000000,600
81930_090101_130416,D,20120215,000000,17.3000000,17.3000000,17.3000000,17.3000000,3.000
81930_090101_130416,D,20120216,000000,17.0000000,17.5750000,17.0000000,17.5750000,6.600
81930_090101_130416,D,20120220,000000,17.8800000,18.0000000,17.2010000,18.0000000,24.700
81930_090101_130416,D,20120221,000000,18.0000000,18.0000000,17.7500000,17.7500000,36.000
81930_090101_130416,D,20120222,000000,18.0000000,19.0000000,18.0000000,19.0000000,93.600
81930_090101_130416,D,20120224,000000,19.0000000,19.5000000,18.0000000,18.0000000,8.600
81930_090101_130416,D,20120227,000000,18.9990000,20.7000000,18.9990000,20.0000000,127.900
81930_090101_130416,D,20120228,000000,21.0000000,23.9990000,20.0000000,20.0000000,51.800
81930_090101_130416,D,20120229,000000,20.2000000,20.5000000,20.0000000,20.5000000,88.800
81930_090101_130416,D,20120301,000000,19.0010000,21.0000000,19.0000000,20.5000000,13.200
81930_090101_130416,D,20120302,000000,20.5000000,21.0000000,20.5000000,21.0000000,178.100
81930_090101_130416,D,20120306,000000,21.0000000,22.0000000,20.0000000,20.0010000,9.100
81930_090101_130416,D,20120307,000000,20.0000000,20.0000000,20.0000000,20.0000000,700
81930_090101_130416,D,20120311,000000,21.9990000,22.0000000,21.0980000,22.0000000,9.200
81930_090101_130416,D,20120312,000000,22.0000000,22.0000000,22.0000000,22.0000000,9.300
81930_090101_130416,D,20120313,000000,22.2500000,23.0000000,22.2500000,22.2500000,14.100
81930_090101_130416,D,20120314,000000,22.9990000,22.9990000,22.9990000,22.9990000,100
81930_090101_130416,D,20120315,000000,23.0000000,24.0000000,22.3570000,24.0000000,700
81930_090101_130416,D,20120319,000000,24.0000000,24.0000000,24.0000000,24.0000000,200
81930_090101_130416,D,20120320,000000,23.0000000,23.9990000,23.0000000,23.9990000,1.800
81930_090101_130416,D,20120321,000000,24.0000000,24.8500000,24.0000000,24.7420000,63.500
81930_090101_130416,D,20120322,000000,24.8500000,25.0000000,24.5000000,24.9000000,6.300
81930_090101_130416,D,20120323,000000,24.9010000,24.9010000,24.8000000,24.9000000,900
81930_090101_130416,D,20120326,000000,24.9990000,26.0000000,24.9990000,26.0000000,7.700
81930_090101_130416,D,20120327,000000,26.0000000,26.0000000,25.0000000,25.0000000,900
81930_090101_130416,D,20120328,000000,25.0000000,26.0000000,25.0000000,25.5000000,12.200
81930_090101_130416,D,20120329,000000,25.5000000,26.0500000,25.0010000,25.9550000,38.900
81930_090101_130416,D,20120330,000000,25.0010000,26.0000000,25.0010000,26.0000000,600
81930_090101_130416,D,20120402,000000,26.0000000,26.0000000,25.0000000,25.9940000,3.700
81930_090101_130416,D,20120404,000000,24.0000000,24.0000000,24.0000000,24.0000000,7.400
81930_090101_130416,D,20120405,000000,23.5010000,24.2000000,23.5000000,24.2000000,32.700
81930_090101_130416,D,20120409,000000,23.5150000,23.5150000,23.5000000,23.5000000,1.700
81930_090101_130416,D,20120410,000000,24.2000000,25.0000000,24.2000000,24.3500000,33.100
81930_090101_130416,D,20120411,000000,24.5000000,25.5000000,23.9310000,25.5000000,18.900
81930_090101_130416,D,20120412,000000,25.7000000,25.7000000,25.7000000,25.7000000,400
81930_090101_130416,D,20120413,000000,25.1170000,27.9990000,24.1000000,27.9990000,576.600
