<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
16866_090101_130416,D,20090111,000000,93.9900000,93.9900000,93.9900000,93.9900000,3
16866_090101_130416,D,20090112,000000,99.0000000,99.0000000,91.0100000,93.4700000,2.171
16866_090101_130416,D,20090113,000000,93.4000000,93.5000000,90.0000000,90.0000000,782
16866_090101_130416,D,20090114,000000,92.9900000,94.9000000,82.4100000,88.0000000,4.526
16866_090101_130416,D,20090115,000000,91.4900000,103.0000000,90.3500000,91.0000000,1.729
16866_090101_130416,D,20090116,000000,93.8900000,93.8900000,86.0600000,93.0000000,1.841
16866_090101_130416,D,20090119,000000,93.0000000,93.0000000,90.0100000,90.0100000,87
16866_090101_130416,D,20090120,000000,86.2000000,92.7500000,86.0000000,88.3400000,660
16866_090101_130416,D,20090121,000000,91.0000000,91.0000000,86.5000000,89.0000000,409
16866_090101_130416,D,20090122,000000,89.5000000,89.5000000,79.0000000,80.0000000,1.136
16866_090101_130416,D,20090123,000000,79.1000000,79.9800000,75.0000000,79.9700000,471
16866_090101_130416,D,20090126,000000,83.0000000,83.8000000,72.0400000,73.0000000,4.652
16866_090101_130416,D,20090127,000000,76.6800000,98.7200000,76.6700000,86.0000000,6.524
16866_090101_130416,D,20090129,000000,97.0000000,98.0000000,80.0200000,89.3800000,1.395
16866_090101_130416,D,20090130,000000,80.2100000,89.0000000,80.2100000,88.6900000,495
16866_090101_130416,D,20090202,000000,85.0000000,88.9000000,83.1100000,88.8700000,139
16866_090101_130416,D,20090203,000000,88.0000000,88.0000000,84.0600000,84.0600000,415
16866_090101_130416,D,20090204,000000,87.0700000,97.4500000,85.9300000,89.8800000,550
16866_090101_130416,D,20090205,000000,87.9900000,88.0000000,80.0000000,84.9900000,720
16866_090101_130416,D,20090206,000000,84.8500000,87.8500000,83.8000000,87.8500000,369
16866_090101_130416,D,20090209,000000,86.5100000,105.0000000,85.2900000,104.3700000,20.344
16866_090101_130416,D,20090210,000000,98.0000000,119.8600000,90.4100000,110.0000000,24.116
16866_090101_130416,D,20090211,000000,100.1200000,115.0000000,92.0000000,113.9600000,1.983
16866_090101_130416,D,20090212,000000,104.3600000,139.9300000,104.3600000,112.9900000,9.283
16866_090101_130416,D,20090213,000000,100.0000000,118.8900000,90.0000000,115.0000000,12.458
16866_090101_130416,D,20090216,000000,114.0000000,130.0000000,107.1000000,113.0000000,2.027
16866_090101_130416,D,20090217,000000,120.0300000,120.0400000,105.7700000,109.9500000,2.954
16866_090101_130416,D,20090218,000000,108.2000000,118.0000000,100.0300000,118.0000000,323
16866_090101_130416,D,20090219,000000,110.0000000,113.9900000,106.0000000,107.0000000,3.552
16866_090101_130416,D,20090220,000000,107.0000000,124.0000000,103.1100000,117.0000000,37.432
16866_090101_130416,D,20090224,000000,119.9900000,120.0000000,102.0100000,119.0000000,1.040
16866_090101_130416,D,20090225,000000,121.0000000,124.1000000,111.0000000,114.4400000,392
16866_090101_130416,D,20090226,000000,120.0000000,121.0000000,111.2200000,114.0000000,1.294
16866_090101_130416,D,20090227,000000,113.5000000,114.0000000,111.5200000,111.5200000,34
16866_090101_130416,D,20090302,000000,114.0000000,114.0000000,111.6000000,111.6000000,27
16866_090101_130416,D,20090303,000000,105.0100000,124.9900000,101.0000000,120.0000000,2.690
16866_090101_130416,D,20090304,000000,108.0000000,124.5000000,105.0300000,120.0000000,4.758
16866_090101_130416,D,20090305,000000,123.8600000,123.8600000,114.0000000,120.0000000,167
16866_090101_130416,D,20090306,000000,116.0200000,119.8600000,113.2000000,115.0000000,471
16866_090101_130416,D,20090310,000000,118.7900000,122.9600000,111.2000000,122.0000000,3.492
16866_090101_130416,D,20090311,000000,122.9400000,122.9400000,117.9900000,118.7400000,428
16866_090101_130416,D,20090312,000000,116.3800000,117.9700000,114.5900000,117.9700000,322
16866_090101_130416,D,20090313,000000,115.2800000,115.3500000,115.2800000,115.3100000,339
16866_090101_130416,D,20090316,000000,116.0100000,117.9400000,106.0000000,108.0000000,10.896
16866_090101_130416,D,20090317,000000,109.0000000,118.0000000,106.0000000,110.0000000,7.363
16866_090101_130416,D,20090318,000000,110.0000000,113.9900000,110.0000000,110.9900000,9.750
16866_090101_130416,D,20090319,000000,110.9000000,130.0000000,110.9000000,125.2000000,28.547
16866_090101_130416,D,20090320,000000,119.2000000,121.0000000,117.0100000,117.5100000,1.460
16866_090101_130416,D,20090323,000000,115.0000000,124.5000000,111.6400000,120.0100000,2.818
16866_090101_130416,D,20090324,000000,118.0200000,124.4900000,110.0000000,120.0000000,3.572
16866_090101_130416,D,20090325,000000,122.9900000,122.9900000,120.0000000,120.0000000,1.052
16866_090101_130416,D,20090326,000000,123.0000000,124.0000000,120.0000000,120.0000000,562
16866_090101_130416,D,20090327,000000,118.0000000,120.0000000,110.9700000,115.0000000,5.939
16866_090101_130416,D,20090330,000000,110.0100000,113.4000000,108.0000000,109.9900000,2.154
16866_090101_130416,D,20090331,000000,110.9900000,114.0000000,110.9900000,113.0000000,6.027
16866_090101_130416,D,20090401,000000,113.0000000,113.0000000,112.9900000,113.0000000,793
16866_090101_130416,D,20090402,000000,113.0500000,117.7000000,112.9900000,117.0000000,9.575
16866_090101_130416,D,20090403,000000,114.0500000,132.0000000,114.0500000,129.1000000,10.030
16866_090101_130416,D,20090406,000000,130.0000000,168.5000000,115.0000000,138.0000000,30.626
16866_090101_130416,D,20090407,000000,133.0000000,165.0000000,132.2100000,140.0000000,969
16866_090101_130416,D,20090408,000000,140.9800000,140.9800000,131.1400000,134.3100000,462
16866_090101_130416,D,20090409,000000,149.0000000,157.8800000,135.5000000,140.0000000,6.450
16866_090101_130416,D,20090410,000000,139.0500000,141.8900000,133.2100000,135.8000000,2.813
16866_090101_130416,D,20090413,000000,132.0100000,136.1000000,125.9000000,125.9500000,18.563
16866_090101_130416,D,20090414,000000,126.0000000,130.9900000,125.0000000,128.7000000,14.311
16866_090101_130416,D,20090415,000000,130.0000000,136.0000000,126.0000000,126.0000000,2.848
16866_090101_130416,D,20090416,000000,127.0000000,129.0000000,124.2500000,125.9600000,6.127
16866_090101_130416,D,20090417,000000,125.5000000,129.9800000,124.5000000,124.5000000,5.220
16866_090101_130416,D,20090420,000000,125.0000000,125.9900000,120.0000000,120.0000000,1.293
16866_090101_130416,D,20090421,000000,120.0000000,120.0000000,115.0000000,118.0000000,1.822
16866_090101_130416,D,20090422,000000,117.0900000,121.9900000,117.0100000,121.9000000,5.140
16866_090101_130416,D,20090423,000000,119.1000000,122.8800000,118.0000000,122.0000000,3.248
16866_090101_130416,D,20090424,000000,121.5000000,121.7700000,117.0100000,119.6600000,955
16866_090101_130416,D,20090427,000000,117.0000000,120.0000000,115.4300000,116.1000000,42
16866_090101_130416,D,20090428,000000,116.0700000,118.6400000,116.0000000,116.8000000,702
16866_090101_130416,D,20090429,000000,118.0000000,119.0000000,117.0000000,117.9900000,2.379
16866_090101_130416,D,20090430,000000,118.3000000,118.3000000,116.1000000,117.0000000,5.194
16866_090101_130416,D,20090504,000000,117.0000000,119.0000000,116.0000000,117.9900000,6.157
16866_090101_130416,D,20090505,000000,118.0200000,118.6000000,116.9800000,117.8700000,5.727
16866_090101_130416,D,20090506,000000,117.0000000,117.5000000,115.0100000,116.3200000,1.582
16866_090101_130416,D,20090507,000000,117.0000000,122.0000000,116.3500000,122.0000000,16.293
16866_090101_130416,D,20090508,000000,118.5100000,121.5000000,116.5000000,117.6900000,4.673
16866_090101_130416,D,20090512,000000,119.0000000,119.0000000,116.6000000,117.9000000,5.630
16866_090101_130416,D,20090513,000000,118.0000000,118.0000000,107.0700000,111.8000000,3.510
16866_090101_130416,D,20090514,000000,99.0000000,116.0000000,99.0000000,107.9900000,12.586
16866_090101_130416,D,20090515,000000,106.9600000,114.0000000,106.9600000,109.0100000,2.974
16866_090101_130416,D,20090518,000000,110.0000000,110.0000000,104.7100000,109.5000000,1.690
16866_090101_130416,D,20090519,000000,109.8900000,115.9800000,109.0200000,112.0000000,3.905
16866_090101_130416,D,20090520,000000,114.4800000,114.4900000,110.0500000,113.8400000,1.571
16866_090101_130416,D,20090521,000000,113.5400000,113.7600000,105.1000000,106.0000000,6.341
