<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
22797_090101_130416,D,20091224,000000,100.0000000,105.8900000,90.7500000,105.0000000,62.396
22797_090101_130416,D,20091225,000000,107.0000000,110.0000000,91.1000000,99.9900000,10.986
22797_090101_130416,D,20091228,000000,93.5100000,112.0000000,91.6000000,111.6000000,5.790
22797_090101_130416,D,20091229,000000,100.1100000,106.9800000,100.0000000,106.9800000,259
22797_090101_130416,D,20091230,000000,100.0100000,100.5100000,100.0000000,100.0000000,670
22797_090101_130416,D,20091231,000000,91.5600000,99.9900000,91.2000000,91.2000000,19.076
22797_090101_130416,D,20100111,000000,99.9800000,99.9800000,93.0000000,95.0600000,2.254
22797_090101_130416,D,20100112,000000,100.0000000,100.0000000,97.0000000,99.8900000,420
22797_090101_130416,D,20100113,000000,99.9800000,100.9900000,99.9800000,100.0000000,954
22797_090101_130416,D,20100114,000000,103.9000000,112.1200000,103.8700000,108.4900000,6.007
22797_090101_130416,D,20100115,000000,108.5000000,112.0000000,106.5000000,110.0000000,45.279
22797_090101_130416,D,20100118,000000,107.0000000,115.0000000,107.0000000,111.0500000,14.218
22797_090101_130416,D,20100119,000000,115.0000000,115.0000000,114.0000000,115.0000000,24.335
22797_090101_130416,D,20100120,000000,115.0600000,117.9900000,113.0500000,113.1000000,44.163
22797_090101_130416,D,20100121,000000,113.1600000,115.5000000,113.1600000,115.5000000,2.252
22797_090101_130416,D,20100122,000000,113.5500000,115.5000000,113.5000000,113.5000000,1.368
22797_090101_130416,D,20100125,000000,114.5000000,114.5000000,114.0000000,114.5000000,6.751
22797_090101_130416,D,20100126,000000,114.5000000,114.5000000,111.0000000,113.9900000,1.673
22797_090101_130416,D,20100127,000000,114.0000000,114.0000000,110.7500000,110.7500000,10.318
22797_090101_130416,D,20100128,000000,115.0000000,115.0000000,110.2500000,113.9900000,10.581
22797_090101_130416,D,20100129,000000,113.9900000,114.0000000,113.8700000,114.0000000,21.508
22797_090101_130416,D,20100201,000000,113.8000000,114.4000000,113.7900000,114.0000000,21.170
22797_090101_130416,D,20100202,000000,114.5000000,114.5000000,114.3000000,114.3000000,8.447
22797_090101_130416,D,20100203,000000,115.0000000,116.0000000,112.0000000,115.0000000,56.639
22797_090101_130416,D,20100204,000000,114.5000000,114.5000000,111.5500000,111.5500000,1.026
22797_090101_130416,D,20100205,000000,114.5000000,114.5000000,110.0600000,114.0000000,1.312
22797_090101_130416,D,20100208,000000,114.5000000,114.5000000,111.0000000,111.0000000,9.283
22797_090101_130416,D,20100209,000000,110.6000000,113.5000000,110.5200000,113.5000000,25.387
22797_090101_130416,D,20100210,000000,113.5000000,113.7200000,113.0000000,113.0000000,379
22797_090101_130416,D,20100211,000000,114.5000000,114.9900000,112.1000000,114.9900000,14.925
22797_090101_130416,D,20100212,000000,115.0000000,119.0000000,115.0000000,115.8000000,20.465
22797_090101_130416,D,20100215,000000,116.2100000,120.0000000,116.1300000,120.0000000,9.333
22797_090101_130416,D,20100216,000000,124.9900000,129.9000000,121.0000000,127.9600000,8.105
22797_090101_130416,D,20100217,000000,129.5000000,129.5000000,125.0000000,128.4500000,2.467
22797_090101_130416,D,20100218,000000,128.0500000,129.4700000,126.0000000,129.0000000,1.776
22797_090101_130416,D,20100219,000000,128.0500000,129.4900000,123.0500000,127.9900000,4.028
22797_090101_130416,D,20100224,000000,128.0100000,128.6800000,126.2900000,128.6600000,3.551
22797_090101_130416,D,20100225,000000,129.6000000,129.6000000,127.2900000,128.5000000,900
22797_090101_130416,D,20100226,000000,130.1800000,133.9900000,128.0600000,131.9500000,5.546
22797_090101_130416,D,20100227,000000,131.9400000,133.9200000,129.0000000,132.5000000,4.753
22797_090101_130416,D,20100301,000000,139.5000000,139.5000000,132.5000000,133.5000000,1.336
22797_090101_130416,D,20100302,000000,130.1000000,133.0000000,130.0500000,132.0000000,3.451
22797_090101_130416,D,20100303,000000,132.0000000,133.9900000,131.0100000,131.9000000,5.063
22797_090101_130416,D,20100304,000000,132.5000000,133.0000000,131.0200000,132.5000000,3.818
22797_090101_130416,D,20100305,000000,132.9800000,138.0000000,131.8900000,133.8100000,118.012
22797_090101_130416,D,20100309,000000,136.3500000,139.9900000,134.1100000,137.7000000,6.014
22797_090101_130416,D,20100310,000000,136.3400000,139.4900000,131.0000000,138.0000000,41.114
22797_090101_130416,D,20100311,000000,134.0000000,134.0000000,122.0000000,125.9800000,44.554
22797_090101_130416,D,20100312,000000,126.0000000,126.9000000,124.4000000,126.9000000,4.875
22797_090101_130416,D,20100315,000000,126.0500000,126.0500000,122.0400000,124.7900000,6.063
22797_090101_130416,D,20100316,000000,124.9000000,125.0000000,121.2100000,123.9000000,12.547
22797_090101_130416,D,20100317,000000,123.9100000,125.7500000,123.9100000,125.4000000,5.492
22797_090101_130416,D,20100318,000000,123.7200000,126.4900000,120.0000000,126.3300000,8.335
22797_090101_130416,D,20100319,000000,126.0000000,126.4800000,123.9900000,125.6500000,2.446
22797_090101_130416,D,20100322,000000,124.0500000,125.6400000,122.0500000,125.3700000,472
22797_090101_130416,D,20100323,000000,123.5500000,128.8900000,122.0500000,127.8000000,1.952
22797_090101_130416,D,20100324,000000,126.0500000,126.5000000,124.0500000,126.3500000,766
22797_090101_130416,D,20100325,000000,124.6000000,125.6600000,124.0000000,125.4900000,243
22797_090101_130416,D,20100326,000000,123.5500000,125.7200000,122.5500000,125.5000000,1.723
22797_090101_130416,D,20100329,000000,124.1000000,125.5000000,124.1000000,125.5000000,2.342
22797_090101_130416,D,20100330,000000,125.5000000,125.9900000,122.0100000,125.7000000,518
22797_090101_130416,D,20100331,000000,125.5000000,127.0000000,123.4900000,125.5000000,8.931
22797_090101_130416,D,20100401,000000,126.8500000,127.0000000,123.9800000,125.4800000,5.188
22797_090101_130416,D,20100402,000000,123.9500000,125.4800000,123.9500000,125.4800000,4.180
22797_090101_130416,D,20100405,000000,124.0600000,125.7200000,121.1000000,125.2500000,1.514
22797_090101_130416,D,20100406,000000,124.9800000,125.7200000,123.2800000,124.4600000,2.917
22797_090101_130416,D,20100407,000000,125.7200000,126.8900000,123.1500000,125.5000000,11.419
22797_090101_130416,D,20100408,000000,125.9000000,127.0000000,121.0000000,126.9400000,8.263
22797_090101_130416,D,20100409,000000,127.0000000,128.5000000,126.0000000,128.4700000,54.598
22797_090101_130416,D,20100412,000000,128.0000000,134.0000000,128.0000000,133.0000000,42.859
22797_090101_130416,D,20100413,000000,133.7800000,133.7800000,131.5000000,131.9800000,1.143
22797_090101_130416,D,20100414,000000,133.4900000,133.4900000,128.5100000,132.9500000,4.461
22797_090101_130416,D,20100415,000000,133.3900000,133.4800000,131.5000000,133.4700000,1.581
22797_090101_130416,D,20100416,000000,133.5000000,134.1500000,131.5100000,133.8400000,2.197
22797_090101_130416,D,20100419,000000,131.8400000,132.4500000,125.0000000,131.8400000,2.152
22797_090101_130416,D,20100420,000000,131.8300000,133.4800000,131.0500000,133.2500000,10.576
22797_090101_130416,D,20100421,000000,132.0000000,133.2500000,132.0000000,133.2300000,14.389
22797_090101_130416,D,20100422,000000,133.2500000,134.0000000,132.0000000,133.0000000,1.531
22797_090101_130416,D,20100423,000000,132.5500000,134.0000000,132.0000000,133.0000000,1.939
22797_090101_130416,D,20100426,000000,134.4900000,134.5000000,129.0100000,134.4500000,10.619
22797_090101_130416,D,20100427,000000,134.0500000,134.0500000,105.6600000,131.0000000,4.288
22797_090101_130416,D,20100428,000000,132.1200000,132.1200000,118.0500000,131.9800000,4.633
22797_090101_130416,D,20100429,000000,132.0500000,132.0500000,129.4800000,131.4900000,141
22797_090101_130416,D,20100430,000000,127.5100000,131.3800000,126.2600000,130.9800000,28
22797_090101_130416,D,20100504,000000,132.0500000,133.0000000,129.7700000,131.9900000,2.078
22797_090101_130416,D,20100505,000000,129.7300000,131.0200000,118.1100000,125.9900000,11.819
22797_090101_130416,D,20100506,000000,131.9800000,131.9800000,121.0100000,125.0600000,2.538
22797_090101_130416,D,20100507,000000,129.9800000,129.9800000,115.0000000,115.0000000,1.223
22797_090101_130416,D,20100511,000000,126.0500000,127.4500000,116.0900000,122.7000000,332
22797_090101_130416,D,20100512,000000,122.6900000,124.9900000,122.6900000,124.9900000,349
22797_090101_130416,D,20100513,000000,128.4300000,128.4300000,124.0500000,125.0500000,126
22797_090101_130416,D,20100514,000000,128.9800000,128.9800000,128.9800000,128.9800000,1
22797_090101_130416,D,20100517,000000,125.0500000,128.9600000,124.0600000,125.9800000,207
22797_090101_130416,D,20100518,000000,127.5000000,128.4400000,127.0000000,128.4400000,839
22797_090101_130416,D,20100519,000000,126.0500000,128.4400000,123.0600000,127.9700000,665
22797_090101_130416,D,20100520,000000,127.9700000,128.4400000,122.0500000,122.0500000,517
22797_090101_130416,D,20100521,000000,126.0500000,126.0500000,116.9000000,124.9000000,30.399
