<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
82616_090101_130416,D,20120521,000000,20.0000000,20.0000000,20.0000000,20.0000000,6.000
82616_090101_130416,D,20120522,000000,20.0000000,20.0000000,20.0000000,20.0000000,3.000
82616_090101_130416,D,20120524,000000,20.0050000,20.0050000,20.0020000,20.0020000,10.000
82616_090101_130416,D,20120528,000000,20.0010000,20.0010000,20.0010000,20.0010000,8.000
82616_090101_130416,D,20120626,000000,20.0010000,20.0010000,20.0010000,20.0010000,256.100
82616_090101_130416,D,20120814,000000,20.0060000,20.0060000,20.0060000,20.0060000,200.000
82616_090101_130416,D,20120817,000000,20.0060000,20.0060000,20.0060000,20.0060000,83.100
82616_090101_130416,D,20120828,000000,20.0030000,20.0030000,19.9980000,19.9980000,20.000
82616_090101_130416,D,20120913,000000,20.0000000,20.0000000,20.0000000,20.0000000,20.000
82616_090101_130416,D,20121109,000000,20.0000000,20.0000000,20.0000000,20.0000000,10.000
82616_090101_130416,D,20121115,000000,20.0050000,20.0050000,20.0050000,20.0050000,10.000
82616_090101_130416,D,20121116,000000,20.0000000,20.0000000,20.0000000,20.0000000,3.100
82616_090101_130416,D,20121122,000000,20.0000000,20.0000000,20.0000000,20.0000000,10.000
82616_090101_130416,D,20121128,000000,19.9970000,19.9970000,19.9970000,19.9970000,10.000
82616_090101_130416,D,20121129,000000,19.9980000,19.9980000,19.9980000,19.9980000,7.000
82616_090101_130416,D,20121213,000000,20.0000000,20.0000000,20.0000000,20.0000000,13.100
82616_090101_130416,D,20121225,000000,22.0000000,22.0000000,22.0000000,22.0000000,190.000
82616_090101_130416,D,20130212,000000,20.0000000,20.8000000,20.0000000,20.8000000,4.000
82616_090101_130416,D,20130213,000000,20.5000000,20.5000000,20.5000000,20.5000000,6.000
82616_090101_130416,D,20130313,000000,20.2000000,20.2000000,20.2000000,20.2000000,13.000
82616_090101_130416,D,20130314,000000,20.2000000,20.2000000,20.2000000,20.2000000,2.300
82616_090101_130416,D,20130320,000000,20.2000000,20.2000000,20.2000000,20.2000000,10.000
82616_090101_130416,D,20130322,000000,20.1500000,20.1500000,20.1500000,20.1500000,45.000
