<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
81997_090101_130416,D,20111221,000000,850.0000000,850.0000000,850.0000000,850.0000000,20
81997_090101_130416,D,20111222,000000,820.0000000,875.0000000,760.0000000,760.0000000,350
81997_090101_130416,D,20111223,000000,880.0000000,880.0000000,880.0000000,880.0000000,20
81997_090101_130416,D,20111226,000000,880.0000000,880.0000000,880.0000000,880.0000000,1.100
81997_090101_130416,D,20111227,000000,840.0000000,840.0000000,840.0000000,840.0000000,10
81997_090101_130416,D,20111228,000000,880.0000000,880.0000000,880.0000000,880.0000000,100
81997_090101_130416,D,20111229,000000,880.0000000,885.0000000,830.0000000,830.0000000,5.020
81997_090101_130416,D,20111230,000000,859.0000000,859.0000000,859.0000000,859.0000000,800
81997_090101_130416,D,20120106,000000,800.0000000,900.0000000,800.0000000,900.0000000,20
81997_090101_130416,D,20120110,000000,900.0000000,900.0000000,780.0000000,780.0000000,110
81997_090101_130416,D,20120111,000000,900.0000000,900.0000000,900.0000000,900.0000000,100
81997_090101_130416,D,20120112,000000,900.0000000,900.0000000,900.0000000,900.0000000,100
81997_090101_130416,D,20120113,000000,900.0000000,900.0000000,804.0000000,804.0000000,180
81997_090101_130416,D,20120116,000000,767.0000000,767.0000000,710.0000000,715.0000000,140
81997_090101_130416,D,20120117,000000,782.0000000,820.2000000,782.0000000,820.2000000,100
81997_090101_130416,D,20120118,000000,822.0000000,898.9000000,822.0000000,898.9000000,20
81997_090101_130416,D,20120119,000000,800.0000000,800.0000000,800.0000000,800.0000000,420
81997_090101_130416,D,20120120,000000,889.0000000,900.0000000,750.1000000,800.5000000,1.470
81997_090101_130416,D,20120123,000000,799.9000000,889.0000000,799.9000000,889.0000000,660
81997_090101_130416,D,20120124,000000,850.0000000,895.0000000,800.0000000,840.0000000,2.010
81997_090101_130416,D,20120125,000000,800.1000000,840.0000000,787.0000000,840.0000000,820
81997_090101_130416,D,20120126,000000,810.0000000,835.0000000,810.0000000,835.0000000,190
81997_090101_130416,D,20120127,000000,849.9000000,849.9000000,770.0000000,800.0000000,21.610
81997_090101_130416,D,20120130,000000,809.9000000,810.0000000,809.9000000,810.0000000,250
81997_090101_130416,D,20120131,000000,821.8000000,821.8000000,795.0000000,795.0000000,60
81997_090101_130416,D,20120201,000000,815.0000000,815.0000000,815.0000000,815.0000000,100
81997_090101_130416,D,20120202,000000,785.2000000,814.7000000,755.2000000,800.0000000,450
81997_090101_130416,D,20120203,000000,848.2000000,848.4000000,795.0000000,815.0000000,560
81997_090101_130416,D,20120206,000000,848.8000000,848.8000000,848.8000000,848.8000000,20
