<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
83122_090101_130416,D,20120828,000000,4.8000000,4.8500000,4.7810000,4.8397000,237.000
83122_090101_130416,D,20120829,000000,5.0000000,5.0000000,4.8001000,5.0000000,120.000
83122_090101_130416,D,20120830,000000,5.0000000,5.0000000,4.8200000,4.8400000,23.000
83122_090101_130416,D,20120831,000000,4.7500000,4.8700000,4.7500000,4.8000000,86.000
83122_090101_130416,D,20120903,000000,4.7500000,4.7500000,4.7200000,4.7200000,7.000
83122_090101_130416,D,20120904,000000,4.7000000,4.7200000,4.7000000,4.7000000,107.000
83122_090101_130416,D,20120905,000000,4.7499000,4.7499000,4.7499000,4.7499000,1.000
83122_090101_130416,D,20120906,000000,4.7000000,4.7000000,4.7000000,4.7000000,3.000
83122_090101_130416,D,20120907,000000,4.7100000,4.7100000,4.7100000,4.7100000,3.000
83122_090101_130416,D,20120911,000000,4.7100000,4.7200000,4.7100000,4.7200000,10.000
83122_090101_130416,D,20120913,000000,4.7000000,4.7110000,4.7000000,4.7110000,8.000
83122_090101_130416,D,20120914,000000,4.7100000,4.7210000,4.7100000,4.7210000,6.000
83122_090101_130416,D,20120920,000000,4.6970000,4.7065000,4.6970000,4.7065000,4.000
83122_090101_130416,D,20121001,000000,4.7700000,4.7700000,4.7700000,4.7700000,1.000
83122_090101_130416,D,20121002,000000,4.7800000,4.7800000,4.7650000,4.7650000,5.000
83122_090101_130416,D,20121003,000000,4.7999000,4.7999000,4.7999000,4.7999000,2.000
83122_090101_130416,D,20121004,000000,4.8000000,4.8000000,4.8000000,4.8000000,2.000
83122_090101_130416,D,20121030,000000,4.7500000,4.7500000,4.7500000,4.7500000,2.000.000
83122_090101_130416,D,20121031,000000,4.7750000,4.7750000,4.7750000,4.7750000,2.000.000
83122_090101_130416,D,20121101,000000,4.7500000,4.7500000,4.7500000,4.7500000,5.985.000
83122_090101_130416,D,20121102,000000,4.7600000,4.7600000,4.7530000,4.7530000,12.105.000
83122_090101_130416,D,20121106,000000,4.7714000,4.7714000,4.7500000,4.7500000,10.600.000
83122_090101_130416,D,20121107,000000,4.7635000,4.7800000,4.5350000,4.7790000,54.147.000
83122_090101_130416,D,20121108,000000,4.7528000,4.7528000,4.7000000,4.7100000,12.915.000
83122_090101_130416,D,20121109,000000,4.7690000,4.7699000,4.5501000,4.7699000,29.062.000
83122_090101_130416,D,20121112,000000,4.7100000,4.7190000,4.7020000,4.7190000,18.930.000
83122_090101_130416,D,20121113,000000,4.7199000,4.7199000,4.6810000,4.6900000,18.360.000
83122_090101_130416,D,20121114,000000,4.7100000,4.7199000,4.7050000,4.7100000,16.925.000
83122_090101_130416,D,20121115,000000,4.7030000,4.7050000,4.6800000,4.6800000,11.640.000
83122_090101_130416,D,20121116,000000,4.7050000,4.7050000,4.7050000,4.7050000,3.205.000
83122_090101_130416,D,20121119,000000,4.7000000,4.7000000,4.7000000,4.7000000,3.200.000
83122_090101_130416,D,20121120,000000,4.7020000,4.7037000,4.7000000,4.7000000,4.030.000
83122_090101_130416,D,20121121,000000,4.6900000,4.6910000,4.6900000,4.6910000,7.502.000
83122_090101_130416,D,20121122,000000,4.7098000,4.7099000,4.6950000,4.7005000,18.002.000
83122_090101_130416,D,20121123,000000,4.7090000,4.7090000,4.6796000,4.6900000,17.922.000
83122_090101_130416,D,20121126,000000,4.7000000,4.7013000,4.7000000,4.7013000,7.422.000
83122_090101_130416,D,20121128,000000,4.6916000,4.7000000,4.6916000,4.7000000,7.215.000
83122_090101_130416,D,20121129,000000,4.7100000,4.7100000,4.6793000,4.6793000,7.385.000
83122_090101_130416,D,20121205,000000,4.6400000,4.7490000,4.6210000,4.7150000,48.062.000
83122_090101_130416,D,20121207,000000,4.6324000,4.7499000,4.6301000,4.7000000,13.380.000
83122_090101_130416,D,20121213,000000,4.7500000,4.8550000,4.4901000,4.7500000,21.605.000
83122_090101_130416,D,20121226,000000,4.7000000,6.5950000,2.9000000,6.5950000,26.186.000
83122_090101_130416,D,20121227,000000,4.7560000,6.9888000,4.5500000,6.9888000,36.004.000
83122_090101_130416,D,20121228,000000,4.8450000,4.8450000,4.3020000,4.8450000,32.997.000
83122_090101_130416,D,20130109,000000,4.2000000,4.8399000,4.1801000,4.2500000,7.000
83122_090101_130416,D,20130110,000000,3.7717000,3.7717000,3.7717000,3.7717000,1.000
83122_090101_130416,D,20130111,000000,3.5000000,4.4500000,3.5000000,4.3798000,2.255.000
83122_090101_130416,D,20130114,000000,4.4580000,4.4580000,4.4580000,4.4580000,2.250.000
83122_090101_130416,D,20130115,000000,3.7501000,5.4899000,3.7501000,5.2999000,4.000
83122_090101_130416,D,20130116,000000,4.8570000,4.8586000,4.8570000,4.8570000,16.000
83122_090101_130416,D,20130117,000000,4.0000000,4.0000000,3.5700000,3.7500000,69.000
83122_090101_130416,D,20130118,000000,4.0000000,4.2500000,3.7891000,4.2199000,4.000
83122_090101_130416,D,20130121,000000,3.9964000,4.4397000,3.9548000,4.4300000,42.000
83122_090101_130416,D,20130122,000000,3.9252000,4.0000000,3.6597000,4.0000000,45.000
83122_090101_130416,D,20130123,000000,4.0345000,4.0404000,4.0345000,4.0404000,3.000
83122_090101_130416,D,20130124,000000,3.9861000,4.0058000,3.7201000,3.9679000,14.000
83122_090101_130416,D,20130125,000000,4.1133000,4.2400000,4.0108000,4.1120000,8.000
83122_090101_130416,D,20130128,000000,4.2875000,4.3487000,4.2821000,4.2821000,16.000
83122_090101_130416,D,20130129,000000,4.3438000,4.3700000,4.3214000,4.3700000,2.303.000
83122_090101_130416,D,20130130,000000,4.3000000,4.3334000,4.3000000,4.3275000,2.305.000
83122_090101_130416,D,20130131,000000,4.3149000,4.3149000,4.2995000,4.2995000,3.000
83122_090101_130416,D,20130204,000000,4.2450000,4.2450000,4.0467000,4.0467000,3.000
83122_090101_130416,D,20130205,000000,4.2970000,4.2970000,4.2970000,4.2970000,1.000
83122_090101_130416,D,20130206,000000,4.2460000,4.2460000,4.2460000,4.2460000,2.000
83122_090101_130416,D,20130207,000000,4.2695000,4.2695000,4.2695000,4.2695000,2.000
83122_090101_130416,D,20130218,000000,4.5000000,4.5750000,4.5000000,4.5750000,3.344.000
83122_090101_130416,D,20130220,000000,3.7000000,4.5060000,3.6710000,3.7501000,10.007.000
83122_090101_130416,D,20130301,000000,4.5000000,4.5000000,4.3000000,4.3000000,3.860.000
83122_090101_130416,D,20130304,000000,4.2800000,4.2800000,4.2800000,4.2800000,2.330.000
83122_090101_130416,D,20130305,000000,4.2400000,4.3600000,4.2400000,4.3600000,6.191.000
83122_090101_130416,D,20130306,000000,4.3500000,4.4000000,4.3300000,4.4000000,5.152.000
83122_090101_130416,D,20130311,000000,4.5000000,4.5000000,4.4500000,4.4980000,2.382.000
83122_090101_130416,D,20130312,000000,4.5000000,4.5000000,4.5000000,4.5000000,1.565.000
83122_090101_130416,D,20130313,000000,4.4900000,4.4900000,4.4900000,4.4900000,5.065.000
83122_090101_130416,D,20130319,000000,4.7550000,4.7550000,4.7550000,4.7550000,1.915.000
83122_090101_130416,D,20130322,000000,4.1000000,4.1000000,4.1000000,4.1000000,6.000
83122_090101_130416,D,20130327,000000,4.1000000,4.6000000,4.1000000,4.2000000,14.003.000
83122_090101_130416,D,20130328,000000,4.4800000,4.4800000,3.7800000,4.4800000,24.420.000
83122_090101_130416,D,20130329,000000,4.1000000,4.5300000,3.9200000,4.4200000,43.694.000
83122_090101_130416,D,20130401,000000,4.4800000,4.4800000,4.1000000,4.1000000,1.530.000
83122_090101_130416,D,20130403,000000,4.3700000,4.3700000,4.3000000,4.3000000,2.301.000
