<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
81939_090101_130416,D,20111214,000000,0.7496000,0.7496000,0.7496000,0.7496000,100.000
81939_090101_130416,D,20111226,000000,0.9000000,0.9000000,0.9000000,0.9000000,10.000
81939_090101_130416,D,20120118,000000,1.1000000,1.1000000,1.1000000,1.1000000,10.000
81939_090101_130416,D,20120119,000000,1.1000000,1.1000000,1.1000000,1.1000000,200.000
81939_090101_130416,D,20120120,000000,1.0999000,1.1000000,1.0999000,1.1000000,130.000
81939_090101_130416,D,20120123,000000,1.1000000,1.1000000,1.1000000,1.1000000,20.000
81939_090101_130416,D,20120124,000000,1.1000000,1.1500000,1.1000000,1.1500000,530.000
81939_090101_130416,D,20120125,000000,1.1500000,1.1500000,1.1010000,1.1010000,350.000
81939_090101_130416,D,20120126,000000,1.0000000,1.0000000,0.9400000,0.9400000,90.000
81939_090101_130416,D,20120127,000000,0.9400000,0.9400000,0.9000000,0.9000000,210.000
81939_090101_130416,D,20120130,000000,0.9500000,0.9900000,0.9500000,0.9900000,120.000
81939_090101_130416,D,20120131,000000,0.9005000,0.9005000,0.8000000,0.8500000,640.000
81939_090101_130416,D,20120222,000000,0.9000000,0.9496000,0.9000000,0.9000000,260.000
81939_090101_130416,D,20120224,000000,0.9002000,0.9002000,0.9002000,0.9002000,20.000
81939_090101_130416,D,20120228,000000,0.9899000,0.9900000,0.9899000,0.9900000,160.000
81939_090101_130416,D,20120229,000000,0.9002000,0.9500000,0.9002000,0.9003000,220.000
81939_090101_130416,D,20120302,000000,0.9004000,0.9004000,0.9002000,0.9002000,100.000
81939_090101_130416,D,20120307,000000,0.9416000,1.1000000,0.9416000,1.1000000,140.000
81939_090101_130416,D,20120311,000000,0.9047000,1.3808000,0.9001000,1.3808000,340.000
81939_090101_130416,D,20120312,000000,1.2000000,1.2500000,1.2000000,1.2000000,30.000
81939_090101_130416,D,20120314,000000,1.0701000,1.0701000,0.9504000,0.9999000,390.000
